country,total_area_2020,protected_area,percent_protected
SUR,803.7971054187252,569.8012822282051,70.88869546642323
SXM,0.05440148078670933,0.0037600915156332402,6.911744793078974
SYC,3.82981370038565,3.495875381241375,91.28055970162077
TCA,151.88261706441494,113.89603458733696,74.98951281503959
TGO,0.3324197020425673,0.0,0.0
THA,2505.6346257562172,161.60341970490109,6.449600354486165
TLS,10.488424109403978,5.259020833233315,50.141191644968366
TON,10.388445015342468,1.8470943373282975,17.780277362014857
TTO,81.8930526022991,19.768926687652527,24.139931361036513
TUV,0.0891171525711586,0.04396004334349861,49.328375150224005
TWN,1.5645510455964995,0.860033178928451,54.969966071037035
TZA,1098.3109342330129,881.8770561971187,80.29393395896244
USA,2306.876467859438,2059.801462025581,89.28962997038505
VCT,0.3255644774801684,0.21245310371144832,65.25684416058253
VEN,2845.9264234953343,1883.7369773482565,66.19064223855345
VGB,0.9839714510248722,0.0,0.0
VIR,2.598404517322318,1.3707288580996233,52.75271224944503
VNM,1841.3502165570737,136.95896805744707,7.437964099709977
VUT,15.711883186455987,0.0,0.0
WLF,0.2936241326498702,0.0,0.0
WSM,2.3141556370499865,0.45461483094208766,19.644954888238047
YEM,15.421364530035707,0.136603902010789,0.8858094349869616
ZAF,26.54335225089237,10.04510668020284,37.844152408688814
DPT,0.8305405474729559,0.8132541742509405,97.91865992881242
