"iso3","total_value","total_value_protected","protected_percentage"
"ALB",46.6206182192799,42.4716133404977,91.1004936501113
"ARE",47.9749728154304,9.31567897891294,19.4177889683279
"ARG",1188.69965514697,987.506942980647,83.074554510454
"ASM",0.00124346053207891,0,0
"AUS",13258.5423185081,4062.05855714504,30.6372937504196
"BEL",4.47527234958621,3.6960817804325,82.5889798812859
"BGR",0.315705670033732,0.315705670612085,100.000000183194
"BRA",59.8651066461864,0.894133149093241,1.49357981499595
"CAN",1112.23491380154,282.563473520006,25.4050174125738
"CHL",9.24341190699967,3.1000826809159,33.5382942154545
"CHN",5443.20194971546,402.381588604308,7.3923692767883
"CYP",7.67771294003989,6.73297733701165,87.6950908375153
"DEU",202.730044412529,199.33949800028,98.3275560255146
"DNK",303.56511231966,291.675623608872,96.0833810512889
"ECU",2.34251751686895,0.376296516986141,16.0637653411918
"ESP",884.331958379141,853.031253067229,96.4605253699887
"EST",3.88923992825284,3.5778807009813,91.994342518966
"FIN",132.753070009924,86.6204645105235,65.2493117515463
"FRA",800.795171286136,769.086825705156,96.040392510103
"GBR",561.152316324223,517.855609209086,92.2843217686869
"GBRX",11.9359748897602,11.7561988542381,98.4938303139669
"GUM",0.0804475020815785,0.0306111346215559,38.051069118982
"HKG",0.49483587093723,0,0
"HRV",5.38133929818891,4.95088403599455,92.0009641031328
"IRL",98.8633059770476,87.8402484045914,88.8502033555147
"ISL",26.173779474931,0.168580307757909,0.644080874599612
"ITA",439.420806408963,415.330378220177,94.5176860454885
"LVA",0.710924307532051,0.647311781775258,91.0521380289244
"MAC",2.14161056840719,0,0
"MDG",58.1040641357547,29.5772895285607,50.9039943564983
"MEX",2713.86050267093,2673.57209777017,98.5154577819637
"MNE",1.05091476387042,1.04111021658764,99.0670463847446
"MNP",0.00162667940221161,0.000981937251678015,60.3645223725698
"NLD",151.09974536535,146.939518296268,97.2467014692694
"NZL",196.503959508583,46.8882512384824,23.8612246571217
"PER",282.253974045195,47.587232623719,16.8597210312792
"PRI",58.755598088914,12.967510776259,22.0702557680299
"PRK",0.420877731884586,0,0
"PRT",197.984971534093,183.739482830276,92.8047626072649
"ROU",54.7283063573273,54.7284451965995,100.000253688231
"RUS",7007.20020492392,4046.43804245005,57.7468592892014
"SVN",2.21114052707624,0.975738222128083,44.1282772478639
"SWE",49.8625621269354,16.9513968622907,33.9962411460875
"TUR",256.299133402284,143.414787589435,55.9560173636377
"TWN",46.2550470992653,0.829482011897014,1.79327892611786
"URY",24.875478992027,0,0
"USA",18839.5920992197,6790.6288243555,36.0444578024423
"VIR",1.27082923293902,0.296931771233726,23.3651983710681
"VNM",2.54401741938845,0,0
"ZAF",61.4731796551307,11.7787979242559,19.1608730674675
