iso3,seagrasses_length,saltmarshes_length,coldcorals_length,coralreefs_length,mangroves_length,multiple_length,buffer,total_coastal_length
IDN,1101.6815865412245,0.0,0.0,22619.315325303756,47466.307362805805,25189.3205492833,1,133708.68058175014
IMN,28.324183680529476,0.0,0.0,0.0,0.0,0.0,1,162.00281440796758
IND,374.0190369572078,28.14451662580243,1.2902520799412622,1268.4601553669513,12173.832948899853,2707.2346354455585,1,33830.50948987402
IRL,294.0393781494962,2701.4124801456924,0.0,0.0,0.0,116.17488307201685,1,7579.807227976176
IRN,796.1432970199215,2176.7072192599317,0.0,288.3574700137925,362.34293376822654,527.662845215172,1,7415.852186537426
ISL,185.2938310651627,247.066159345681,4.952028924952227,0.0,0.0,31.0306494841294,1,10366.581842129695
ISR,41.92225555803117,0.0,0.0,0.0,0.0,3.2911306545566004,1,251.15055428863474
ITA,5146.931918116122,1225.4054191883283,10.441618946833858,0.0,0.0,580.9754113954981,1,10211.660102223457
JAM,57.031865825251835,0.0,0.0,242.7509680611754,156.9701577248671,404.67782709006116,1,907.2590845552925
JEY,13.616327861778087,0.0,0.0,0.0,0.0,0.0,1,97.96216437305617
JOR,3.7510448434415347,0.0,0.0,15.638760935607134,0.0,4.925795454227976,1,29.540364202054924
JPN,4702.3861635459525,20.815144075962817,5.74475636825899,1250.6174961917086,33.16049548350873,501.4226671813455,1,33385.49743161596
KEN,20.491947666432804,0.0,0.0,217.71817389894125,777.2061359124965,416.35814768269194,1,1533.3245410871878
KHM,10.166544709669719,0.0,0.0,189.58769053929464,1301.1042113099743,19.554420015998094,1,2174.8775986529477
KNA,6.783759453490511,0.0,0.0,65.92969596918316,0.0,53.64256675626535,1,134.60162164750497
KOR,552.0280596547282,128.21422877602788,0.0,0.0,0.0,0.0,1,12700.2956686334
KWT,0.5905474045628503,52.0296859514241,0.0,2.434340000441149,0.0,663.8119962288074,1,863.5559269695766
LBN,7.702709271499916,0.0,0.0,0.0,0.0,0.0,1,294.232589564
LBY,85.81237084162179,3.2459353184717505,0.0,0.0,0.0,0.0,1,2045.9052488529794
LCA,3.2580380147723917,0.0,3.0122633713343334,82.30540689531556,0.0,46.388004997288704,1,184.65442965451652
LKA,281.5994892680717,29.585297695454912,0.0,157.58602529396066,1076.1403838222682,324.2890619700596,1,3342.467514172739
LTU,3.2797780407305117,3.3798484171672745,0.0,0.0,0.0,0.0,1,363.25271671359747
MAF,7.914739945457125,0.0,0.0,17.266997119782115,0.06047273525489176,13.877343762983882,1,50.667113954494276
MAR,15.456310864940134,16.68033505878526,0.0,0.0,0.0,7.5326888927514535,1,2408.7495818313214
MCO,6.631220687732943,0.0,0.0,0.0,0.0,0.0,1,6.631220687732943
MDG,176.3523585165242,6.5944480696044945,0.0,1580.4111829665942,6204.306837208596,2623.4102293818514,1,15434.412227182207
MEX,351.9573241282585,2562.4941262404777,8.355836225124541,953.1986725330257,12075.492783142949,2711.1903262904843,1,27411.458614536175
MLT,150.99600933153425,0.0,0.0,0.0,0.0,6.483487516425043,1,219.15096428132858
MMR,806.7179011131486,0.0,0.0,2342.7204006250113,14242.418641496342,2918.701836228008,1,33486.07231886116
MNE,2.243887604565547,8.57231746325222,0.0,0.0,0.0,0.0,1,474.9256063079599
MNP,2.4889439000088025,2.6597477786698183,0.0,187.61203242714032,0.0,4.215377516349229,1,380.22591979708574
MOZ,105.63495452937232,0.0,0.0,885.7684657814272,7513.674276580048,536.8703133251016,1,12052.590769651273
MRT,8.661607032161582,345.65947777558256,0.0,0.0,3.541301192928076,4.3593090149762945,1,1156.086226682325
MSR,7.568990013751947,0.0,0.0,9.65832469028992,0.0,19.9675294750063,1,47.244243888402444
MTQ,68.81427740331418,0.0,0.0,5.494320589203755,27.438626557860577,269.4079192209939,1,392.1114890682384
MUS,5.633859327256882,0.0,0.0,510.7085896942702,0.0,183.9556507445312,1,711.6469279412435
MYS,173.24782503906414,0.0,0.0,970.820561590004,9328.613297408367,1499.8792166131345,1,17050.60608868472
NCL,25.10647698863338,0.0,0.0,1054.4957776276308,1315.96319186193,1489.2842060319326,1,4041.975207298738
NGA,214.36411467099697,0.0,0.0,0.0,5397.215260410291,516.1267218396168,1,6377.140103305453
NIC,111.68924742359278,0.0,0.0,39.400877682319596,1157.5765077389324,554.5183806200232,1,2629.8483829830366
NLD,87.77456744983326,592.3331854543068,0.0,0.0,0.0,50.73979690048975,1,3369.059123086038
NOR,7371.242916961005,40.185567120971655,610.0066109956883,0.0,0.0,85.52985351984869,1,68490.1446807349
NZL,129.21903837015438,1174.0020775115368,65.26842918520039,0.0,1249.1746611786812,945.0020227516599,1,16992.40044913289
OMN,21.39950695864974,0.0,0.0,535.663608060754,26.679269685333,9.726297104036208,1,3114.2342863917384
PAN,177.62927393109604,1.047727668197866,0.0,915.8825932377802,3484.2568479077327,1304.7470343101145,1,8759.568322212159
PHL,690.596153191279,0.4064116203006288,0.0,10369.242115423844,6570.290503518427,14856.12410554072,1,39831.55597861775
PNG,452.15197562452704,0.0,0.0,5317.705049989842,7839.364943803547,5037.969114063573,1,29276.599506985207
POL,3.810733961730755,32.69116308896852,0.0,0.0,0.0,0.9865803908314461,1,1472.4901529520048
PRI,25.176518945775097,23.378046459851898,0.9893609982712909,86.41325577864711,16.33841495066052,826.883661080909,1,1078.261654870471
PRK,8.57380178836238,43.854443766575706,0.0,0.0,0.0,0.0,1,5052.811707977153
PRT,12.08542212462263,1148.8569619652692,9.551097411813489,0.0,0.0,19.835222603625496,1,3824.250886411605
PYF,12.184220322192722,0.0,0.0,7719.283110815409,0.0,473.40811607025347,1,8953.278182113987
QAT,315.05869174357923,3.3077488221071967,0.0,31.179570816453953,16.523745536608843,260.73966648593614,1,979.9789787801259
ROU,15.238188006197726,58.80703688587397,0.0,0.0,0.0,0.0,1,2401.910377637618
RUS,396.31753733501324,3914.9347744992597,0.0,0.0,0.0,69.53359932638446,1,180435.4797236286
SAU,986.2625134299443,50.818563288731156,0.0,1363.4134421116837,315.7658630870069,2740.377455163917,1,7118.69043481655
SDN,302.3460466495128,6.714085217673283,0.0,398.5823577804268,100.01402744337965,176.11510682297978,1,1688.609830837841
SEN,116.04573413425643,0.0,0.0,0.0,3437.0505208802756,29.09061811206128,1,7476.582263356412
SGP,137.82609325772756,0.0,0.0,4.6459903961420705,49.27872851125932,89.13567115163218,1,512.387647499812
SLB,0.23141266873991323,0.0,0.0,3783.306720114978,837.5769788550399,5222.437018791031,1,10399.34587462775
SLE,137.86503751923888,0.0,0.0,0.0,2470.0361164287606,572.367423578818,1,3778.913213339313
SOM,4.987978905270012,0.0,0.0,519.2652820263089,253.854163508665,111.92466562926194,1,3881.859773851874
SUR,2.921441677867828,0.0,0.0,0.0,731.5614205255712,3.8785064872621553,1,8187.632262272098
SVN,31.581317763219158,0.0,0.0,0.0,0.0,11.196054855187917,1,42.77737261840475
SWE,3569.8612069994097,3813.4509528698336,22.356673502152063,0.0,0.0,371.83352750112095,1,28170.060336087066
SXM,6.1721551742480605,0.0,0.0,5.6349228891340015,0.0,18.434415907031386,1,30.241493970408897
SYC,10.825642065410413,0.0,0.0,680.3665538803798,42.22163168361368,171.63272998573996,1,1005.2965596567739
SYR,47.1930593138691,0.0,0.0,0.0,0.0,0.0,1,235.46040226230633
TCA,114.75087469889516,0.0,0.0,62.323421474789804,36.85616120590686,778.7789621743786,1,1007.5637387390708
TGO,27.841964224189162,0.0,0.0,0.0,40.81997917237527,0.0,1,186.4019165831408
THA,488.00227666250976,0.0,0.0,940.6730308281699,4660.0786402463655,1274.5605703798979,1,9925.09419095712
TLS,41.409361070390766,0.0,0.0,301.89258561910754,35.72178947101113,63.9102509309798,1,784.4854838459071
TON,4.6178776697777755,0.0,0.0,387.6101088333271,28.4562345636391,388.0378022621754,1,850.0914373885482
TTO,80.27468146850478,0.0,0.0,102.67940599276515,170.0120380290153,56.832360582860616,1,716.3262576232107
TUN,732.0656332528226,0.507879601012238,0.0,0.0,0.0,7.015394596899962,1,1999.4446230232015
TUR,44.94305909446202,425.85155328008545,0.0,0.0,0.0,0.0,1,8428.437336452562
TWN,137.88245253432495,80.86835664321178,0.0,590.7708558730405,62.59675782895158,100.52604353409811,1,2736.3568345062486
TZA,9.66268709573674,40.79797898110839,0.0,973.4628582647395,1438.630074515329,1714.4145075653303,1,4271.337612600357
UKR,862.3984108571696,2.6373435203107496,0.0,0.0,0.0,3.1287620148494453,1,7335.287411965964
USA,5578.131100839337,68258.94410058366,34.7842250477447,415.41216378664893,1682.9841460611872,24390.256961173112,1,182915.71990203141
VCT,4.9524471250471915,0.0,0.0,113.18695940590413,9.729162010987071,11.554689480441562,1,248.7624270078562
VEN,244.28669552036536,7.24179825529436,0.0,429.77289558172436,4022.5452390681367,784.3056233525465,1,10455.998040610195
VGB,11.128844950296962,0.0,0.0,55.75886516041825,0.4371953702023784,260.0594154322939,1,336.02939163450196
VIR,10.023160969750533,5.373728867537533,0.0,63.226266988765246,0.0,291.7925874711316,1,378.50212924640545
VNM,59.12527809087806,153.91233599639887,0.0,1135.397734614368,6280.737937087021,161.84995573958952,1,18406.42987325767
VUT,25.356597910134774,1.2474436415326418,0.0,2276.2713576138535,0.0,472.0190886916778,1,3148.174177673314
WSM,14.958281097710675,0.0,0.0,293.1068587956811,3.599127813561877,143.58549917622267,1,474.0778622688439
YEM,430.50789587946946,0.0,0.0,466.42223507283234,36.18238660217347,455.94071301340193,1,3531.820076361885
ZAF,145.77070123473194,230.43552827657084,0.0,0.0,207.93388662365288,49.641763545820986,1,4271.131425375076
xUK,10.637373871935864,0.0,0.0,0.0,0.0,0.0,1,74.59009239782979
ARG,0.0,3364.125202677899,0.0,0.0,0.0,0.0,1,12526.344580250341
BEL,0.0,61.31360539979934,0.0,0.0,0.0,0.0,1,240.54692181066673
BGR,0.0,2.8783969906545215,0.0,0.0,0.0,0.0,1,521.8382516827696
BIH,0.0,20.338139571441747,0.0,0.0,0.0,0.0,1,40.142561293419
CHL,0.0,177.66559735682046,105.47089546996168,0.0,0.0,0.0,1,108013.18281937267
ECU,0.0,23.93728625695013,9.299719629002798,94.61694829352916,3527.033816422981,472.23307559215135,1,5712.038707125406
IRQ,0.0,649.0131769767966,0.0,0.0,0.0,54.614379163857045,1,712.236127913436
LVA,0.0,34.85375703108414,0.0,0.0,0.0,0.0,1,939.2186372068962
MAC,0.0,26.592713242318602,0.0,0.0,0.0,0.0,1,48.01667364302881
NAM,0.0,50.573908964645504,0.0,0.0,0.0,0.0,1,1700.511675038788
PER,0.0,176.5476715615629,0.0,0.0,91.51207651519852,70.55264289434618,1,3538.2576457587734
URY,0.0,125.04962501495622,0.0,0.0,0.0,0.0,1,2739.07905886309
ATA,0.0,0.0,71.43535665274459,0.0,0.0,0.0,1,54834.88445802649
ATF,0.0,0.0,2.4942969219129383,44.0266500454739,8.481733417701346,17.537441087719095,1,4274.446716193538
BMU,0.0,0.0,17.93660747995378,72.90486041885718,27.895428866199246,52.91017175323861,1,220.92096317462523
CPV,0.0,0.0,9.339113238980442,0.0,0.0,0.0,1,1141.0080085928778
NFK,0.0,0.0,8.083385638831057,0.0,0.0,0.0,1,42.7329879512614
SGS,0.0,0.0,10.55732562377855,0.0,0.0,0.0,1,1669.3298401530367
SHN,0.0,0.0,9.6401521911735,0.0,0.0,0.0,1,221.4562349050606
ABW,0.0,0.0,0.0,46.19672885973762,0.0,39.906430607580006,1,86.1031594673153
BGD,0.0,0.0,0.0,12.072583450045151,5841.8076565931715,5.894647399427639,1,15952.603984546493
CCK,0.0,0.0,0.0,5.877369407358436,0.0,114.63348362568173,1,120.51085303304016
COK,0.0,0.0,0.0,487.54774180226525,0.0,28.233211771841123,1,517.0021379696434
CYM,0.0,0.0,0.0,90.66491303253866,30.1384409593412,96.90713126109016,1,218.79593650321254
DJI,0.0,0.0,0.0,271.70042304863813,19.779055429335752,64.09286730418128,1,463.7674950914857
KIR,0.0,0.0,0.0,1683.7523270504068,0.0,268.49610208996137,1,2185.516673865573
MDV,0.0,0.0,0.0,1881.2799399397375,0.0,236.3478156831989,1,2123.1883699863815
MHL,0.0,0.0,0.0,2241.400885162552,0.0,172.3638952504239,1,2413.764780412975
NIU,0.0,0.0,0.0,65.9906829347499,0.0,0.0,1,65.9906829347499
NRU,0.0,0.0,0.0,18.463362811306656,0.0,0.0,1,18.463362811306656
PCN,0.0,0.0,0.0,60.17003156204576,0.0,0.0,1,60.60186430546761
PLW,0.0,0.0,0.0,248.00931637162927,37.20280150478542,280.02207552297665,1,718.6046519506837
REU,0.0,0.0,0.0,59.98309705409723,0.0,0.0,1,238.81522734461367
TKL,0.0,0.0,0.0,164.76675593562464,0.0,0.0,1,164.76675593562464
TUV,0.0,0.0,0.0,209.96218724483475,0.0,19.17940114390767,1,229.1415883887415
UMI,0.0,0.0,0.0,141.16857206800952,0.0,0.33227680307308805,1,143.67827414355048
WLF,0.0,0.0,0.0,98.01404050767235,0.0,33.27703925475581,1,134.506974911638
xPI,0.0,0.0,0.0,22.0558439413455,0.0,2.2051324341537857,1,24.26097637549929
xSI,0.0,0.0,0.0,11.814224441445944,0.0,0.0,1,39.21824934311244
xSK,0.0,0.0,0.0,21.13559459466195,0.0,0.0,1,21.13559459466195
xSR,0.0,0.0,0.0,46.147191993814445,0.0,0.0,1,46.147191993814445
BRN,0.0,0.0,0.0,0.0,297.23658711939584,0.0,1,487.4857737546649
CIV,0.0,0.0,0.0,0.0,394.70564526107785,0.0,1,1825.1411628120227
CMR,0.0,0.0,0.0,0.0,3054.1046203268907,0.0,1,3499.13385344006
COD,0.0,0.0,0.0,0.0,320.2193256028552,0.0,1,518.2772868875979
COG,0.0,0.0,0.0,0.0,95.49782150674373,0.0,1,367.87007078039846
GAB,0.0,0.0,0.0,0.0,2295.6509913622463,0.0,1,4109.4139107288565
GMB,0.0,0.0,0.0,0.0,1112.205184658464,34.756833119689524,1,1210.8849735894057
GNQ,0.0,0.0,0.0,0.0,306.8295519928749,0.0,1,782.115781441733
GUF,0.0,0.0,0.0,0.0,1065.7907689315878,0.0,1,2231.3678229779825
GUY,0.0,0.0,0.0,0.0,689.7193840758569,0.0,1,5014.939440966127
LBR,0.0,0.0,0.0,0.0,866.0541475794809,0.0,1,1538.4620318718307
PAK,0.0,0.0,0.0,0.0,4373.567113155825,0.0,1,11163.507501963693
SLV,0.0,0.0,0.0,0.0,730.4000857737592,0.0,1,951.5008063515556
STP,0.0,0.0,0.0,0.0,9.76088557524495,0.0,1,267.78684147953885
MYT,0.0,0.0,0.0,0.0,0.0,247.53430555362294,1,247.53430555490726
ALA,656.41464028942,0.0,0.0,0.0,0.0,1658.7787110454963,30,2315.193351334911
ALB,92.04610211930918,143.64225406309524,0.0,0.0,0.0,608.4249185222361,30,914.1903146615699
ARE,12.715787954063083,42.672319322225285,0.0,1.6814371463953635,10.864566819142755,4005.363895840374,30,4117.1640251092085
AUS,3564.080225535749,1422.7190971985144,109.62055278532331,1425.514054402573,772.3723254893105,80235.98400219268,30,89842.3716864268
AZE,1126.3872431040743,0.0,0.0,0.0,0.0,0.0,30,1320.1045204815505
BRA,482.9746012517292,929.3953212301714,116.44560501997267,45.565705817328784,28698.55321678359,10328.651201960009,30,66947.90344189947
CAN,2099.8961196695705,25009.941265304114,1018.5320767194623,0.0,0.0,29601.68473118241,30,343032.901836461
CHN,171.3320776197943,17054.168440276662,0.0,157.52036105136983,123.17365682517614,18527.575872491485,30,40269.38470623332
COL,37.69567599097617,0.0,48.60192295902827,22.133415804617474,7297.587369938357,2861.004064498916,30,11092.05248314328
CYP,483.63498894993535,0.0,0.0,0.0,0.0,190.1312647720661,30,765.1226132370456
DEU,767.247780427305,394.0436246997393,0.0,0.0,0.0,3024.3071894114223,30,4569.682367339847
DNK,50.61635363914114,119.60809347790732,0.0,0.0,0.0,6668.847360943703,30,6987.216690966078
DZA,277.1786623437893,143.5188168064304,0.0,0.0,0.0,50.90659977242964,30,1554.3470485246917
EGY,788.2337815471975,452.59185819273824,0.0,451.1642067531643,0.0,2181.677191803764,30,4544.097429678127
ESH,15.601649016349306,66.3822218852664,0.0,0.0,0.0,39.18021783168563,30,1139.1470940968345
ESP,1739.197245914702,1154.3006072228234,76.5021959242161,0.0,0.0,5458.581079189531,30,8439.047069754459
EST,5.03096562198603,638.710781635633,0.0,0.0,0.0,2226.7056234301717,30,2958.1433122807257
FIN,5434.515598421091,10586.210921529622,0.0,0.0,0.0,13242.2014228632,30,29925.83802222776
FRA,732.2916236066827,1158.5139759058327,0.0,0.0,0.0,6196.063912182985,30,8222.136563640885
GBR,6617.827523117748,1427.5139193624664,124.50395052720259,0.0,0.0,13822.275567856315,30,22482.633378367813
GGY,125.06793033795265,0.0,0.0,0.0,0.0,24.548929918185525,30,149.61686025613818
GRC,5951.35726880288,333.5639114780306,136.5778578590062,0.0,0.0,8303.481742601967,30,15729.525078248967
GRL,2636.019841520911,4231.283559839634,1957.2729718280866,0.0,0.0,62.877796331398294,30,95345.10349135539
HKG,46.34181592620631,0.0,0.0,0.0,0.0,750.630927537475,30,796.9727434636768
HRV,1606.7642690492212,250.88462830081022,1382.847994314809,0.0,0.0,2400.0142848466644,30,5899.422995080822
IDN,238.06051398051812,0.0,0.0,4991.303768467559,37582.55098003944,81490.89064183482,30,133708.68058175014
IMN,162.00281440796758,0.0,0.0,0.0,0.0,0.0,30,162.00281440796758
IND,561.6840467125581,53.05585648856183,0.0,776.6374700252487,8774.911640850929,20410.97647925019,30,33830.50948987402
IRN,530.4403965730236,985.2498357708746,0.0,441.850174465278,628.6887454373508,3429.1391142147572,30,7415.852186537426
ISL,1289.4488454612226,933.2854069823087,341.26237839886846,0.0,0.0,3741.7728281517084,30,10366.581842129695
ISR,213.38284961839867,0.0,0.0,0.0,0.0,11.846565108275207,30,251.15055428863474
ITA,3225.021788698102,364.42202381526414,13.020307918405553,0.0,0.0,6046.823872751768,30,10211.660102223457
JEY,62.71293922130092,0.0,0.0,0.0,0.0,35.24922515175526,30,97.96216437305617
JPN,19243.185633450885,369.56788153694004,763.6368048428589,375.57458354096843,0.0,6041.978412484778,30,33385.49743161596
KAZ,1133.953856212612,0.0,0.0,0.0,0.0,0.0,30,6583.111406925719
KOR,8898.298986123755,595.6128936824152,0.0,0.0,0.0,1655.1298854887455,30,12700.2956686334
LBN,205.0205136141233,0.0,0.0,0.0,0.0,0.0,30,294.232589564
LBY,515.9770594397805,151.70891399609613,0.0,0.0,0.0,0.0,30,2045.9052488529794
LKA,29.28995847948365,0.0,0.0,0.0,355.031945432082,2958.145610261221,30,3342.467514172739
LTU,36.73724212398259,246.64030813417935,0.0,0.0,0.0,47.040044030639734,30,363.25271671359747
MAR,162.01782333893536,68.37274552749935,299.52204279230523,0.0,0.0,397.7663276957199,30,2408.7495818313214
MDG,199.35856788785532,0.0,0.0,1357.2303608464724,1230.780109619572,10757.08670020521,30,15434.412227182207
MEX,93.14346198649085,495.81675288631305,108.9995153791829,1677.615393709876,4216.792756888892,20325.844576088097,30,27411.458614536175
MMR,143.74005492142905,0.0,0.0,417.9640442678175,12569.135489399589,16194.074279159882,30,33486.07231886116
MNE,92.04610211930918,85.37477457103053,0.0,0.0,0.0,255.32292195151075,30,474.9256063079599
MNP,60.93633412054864,0.0,0.0,84.361405915988,0.0,135.1792333458418,30,380.22591979708574
MOZ,305.952701963124,0.0,34.47079035263754,57.99350180775695,4885.732077389118,6373.972300595709,30,12052.590769651273
MRT,272.37059800333657,153.7977454070255,0.0,0.0,20.230962960445744,482.42370269081545,30,1156.086226682325
MYS,2.0140100551837485,0.0,0.0,78.89173416812886,6814.723471485779,9223.04869288556,30,17050.60608868472
NLD,377.3006036577499,451.2267966757439,0.0,0.0,0.0,2106.751814652273,30,3369.059123086038
NOR,16775.359095740714,373.7868715618652,10620.853788236205,0.0,0.0,35417.96432280088,30,68490.1446807349
NZL,230.84374966142417,2042.7245887704566,2390.530069063824,0.0,9.877403711657017,10367.87661209736,30,16992.40044913289
OMN,77.44593528424718,0.0,57.05636094304584,875.0848670359104,119.83233246440031,1499.3371114396211,30,3114.2342863917384
PHL,48.79214500993976,0.0,4.623777256084768,1135.0968053721776,241.87573624250746,37542.9537616747,30,39831.55597861775
PNG,28.834204330842706,0.0,29.724182650056232,2030.1784621044562,7367.779527592997,14890.572394450604,30,29276.599506985207
PRK,1888.6319788881403,842.2129709722815,0.0,0.0,0.0,0.0,30,5052.811707977153
QAT,37.733217873064106,0.0,0.0,48.24024331158762,0.0,865.5119910692295,30,979.9789787801259
REU,1.1361103026944597,0.0,0.0,78.59310046714573,0.0,90.23124198473732,30,238.81522734461367
ROU,116.77179653176763,0.0,0.0,0.0,0.0,265.0928133126044,30,2401.910377637618
RUS,8601.020679200135,18431.189202714282,285.15636000589626,0.0,0.0,1697.250004368881,30,180435.4797236286
SAU,78.99756095137097,1.4788973602483417,0.0,28.977958770283937,0.0,7009.236017734575,30,7118.69043481655
SDN,3.0562886987838422,0.0,0.0,224.55096577962118,0.0,1436.0533482367432,30,1688.609830837841
SOM,119.16306415817371,0.0,132.68998128931037,399.2855349117793,284.4274139360592,851.3425693494185,30,3881.859773851874
SWE,676.6286923056733,9571.17531676094,0.0,0.0,0.0,17851.241362906174,30,28170.060336087066
SYR,235.46040226230633,0.0,0.0,0.0,0.0,0.0,30,235.46040226230633
THA,14.745163411398858,0.0,0.0,336.3181190077737,1052.076950956744,8498.47273943667,30,9925.09419095712
TKM,729.4497235480983,0.0,0.0,0.0,0.0,0.0,30,1642.3440267518677
TUN,1575.6427370021277,0.0,0.0,0.0,0.0,409.430798689158,30,1999.4446230232015
TUR,2002.14836929941,1999.3879917471463,1.6583195506190191,0.0,0.0,1843.7310274206977,30,8428.437336452562
UKR,3676.3962116805797,262.4393267605648,0.0,0.0,0.0,518.5110457207586,30,7335.287411965964
