iso3,total_coastal_length,mangroves_length,saltmarshes_length,seagrasses_length,coralreefs_length,multiple_length,buffer
TON,853.4119124,0,0,0,114.4967539,712.6068864,30
TON,853.4119124,0,0,0,103.1969374,723.906703,50
TTO,690.9114073,130.3841411,0,55.9904381,111.9412942,37.06302184,1
TTO,690.9114073,98.94498462,0,1.666371226,0,590.3000514,30
TTO,690.9114073,22.04802579,0,0,0,668.8633815,50
TUN,1945.374422,0,0,679.9948951,0,2.244183723,1
TUN,1945.374422,0,0,1633.620497,0,296.8243574,30
TUN,1945.374422,0,0,1302.32126,0,643.0531625,50
TUR,7834.65464,0,401.7092915,16.89693439,0,0,1
TUR,7834.65464,0,1932.787491,2013.108319,0,1513.02158,30
TUR,7834.65464,0,1270.693273,1513.664889,0,3704.040048,50
TUV,245.2212845,0,0,0,245.2212845,0,1
TUV,245.2212845,0,0,0,245.2212845,0,30
TUV,245.2212845,0,0,0,245.2212845,0,50
TWN,2372.102158,34.53907058,137.5525557,107.7649529,620.7241976,88.8171194,1
TWN,2372.102158,336.8180797,341.5116977,0,800.8987128,786.0405118,30
TWN,2372.102158,34.54024195,178.2831534,0,735.9891246,1401.664931,50
TZA,3903.06037,1464.679972,0,4.840107996,827.3861594,1117.280647,1
TZA,3903.06037,54.75274676,0,0,0,3637.635355,30
TZA,3903.06037,57.31655069,0,0,0,3713.839762,50
UKR,4977.60648,0,1.350683646,778.7468668,0,1.900077062,1
UKR,4977.60648,0,234.9417657,3026.939943,0,445.1766725,30
UKR,4977.60648,0,430.1241817,3010.946279,0,948.7154358,50
UMI,208.1363535,0,0,0,205.8900464,0,1
UMI,208.1363535,0,0,0,208.1363535,0,30
UMI,208.1363535,0,0,0,208.1363535,0,50
URY,1659.239778,0,39.6667524,0,0,0,1
URY,1659.239778,0,406.8802741,0,0,0,30
URY,1659.239778,0,579.4270909,0,0,0,50
USA,157785.4722,1210.762733,52510.03098,5331.787672,355.8944836,19523.51885,1
USA,157785.4722,132.1968714,61166.15032,3805.690584,198.8343728,71360.8504,30
USA,157785.4722,6.911081795,51003.75809,4277.890284,78.54338564,86687.43185,50
VCT,244.025921,9.644793711,0,2.895684232,110.8462019,10.37378391,1
VCT,244.025921,0,0,0,0,244.025921,30
VCT,244.025921,0,0,0,0,244.025921,50
VEN,11989.36432,3976.220174,0.393956262,219.3816803,705.1539397,232.8909243,1
VEN,11989.36432,6601.822063,0,67.80911585,314.2134956,2900.603148,30
VEN,11989.36432,6462.682273,0,0,255.0434928,3823.409815,50
VGB,333.816645,0.395503618,0,6.657426943,66.6065072,245.5859005,1
VGB,333.816645,0,0,0,0,333.816645,30
VGB,333.816645,0,0,0,0,333.816645,50
VIR,356.3482623,0,5.278320912,13.40465282,66.04135436,264.4303734,1
VIR,356.3482623,0,0,0,0,356.3482623,30
VIR,356.3482623,0,0,0,0,356.3482623,50
VNM,15088.908,3749.516712,12.18912068,46.74316229,1106.352841,112.2823238,1
VNM,15088.908,3326.896374,556.5300509,0,1277.852739,8100.890887,30
VNM,15088.908,2033.314776,583.0400289,10.54513598,757.1599504,10814.25945,50
VUT,3045.290078,0,0.043853312,22.38919574,2219.773554,450.7750982,1
VUT,3045.290078,0,0,0,1589.162995,1447.802516,30
VUT,3045.290078,0,0,0,1246.52721,1798.762869,50
WLF,301.6355835,0,0,0,298.4238894,0,1
WLF,301.6355835,0,0,0,301.6355835,0,30
WLF,301.6355835,0,0,0,301.6355835,0,50
WSM,448.6236606,1.688779701,0,17.81457282,325.6246191,83.93158232,1
WSM,448.6236606,0,0,0,85.30678447,363.3168761,30
WSM,448.6236606,0,0,0,0,448.6236606,50
YEM,3315.863446,48.87177238,0,404.6753841,391.2609843,400.8190197,1
YEM,3315.863446,169.9671489,0,294.5245723,618.5487832,1306.703829,30
YEM,3315.863446,66.8624478,0,233.2324279,678.3973572,1703.457822,50
ZAF,4466.227052,236.8946751,139.6404276,104.6026783,0,38.11724726,1
ZAF,4466.227052,345.8913017,626.283619,262.1181035,0,1522.552511,30
ZAF,4466.227052,269.3212079,697.0252406,229.3616235,0,2162.440973,50
