"","ISO3","total_area","protected_area","percent_protected","presence"
"1","ABW","66.5257434761535","0.494249113192906","0.742944140669502","2"
"2","AIA","24.3337905218337","11.061888498537","45.4589616385972","2"
"3","ARE","126.761555170089","59.9976094380869","47.3310771215939","2"
"4","ASM","45.1590904217466","12.8077880948817","28.3614837572416","2"
"5","ATF","137.509204401358","43.6709723589634","31.7585812157693","2"
"6","ATG","54.8946288086163","34.1644476245246","62.2364124979056","2"
"7","AUS","31683.868469488","27424.7238569267","86.557371879438","2"
"8","BES","200.532585281889","197.646076492077","98.5605786781464","2"
"9","BGD","4.53097443625609","0","0","2"
"10","BHR","207.846294391492","0","0","2"
"11","BHS","2226.52344364776","365.619343884382","16.4210866464258","2"
"12","BLM","10.7130787461384","10.6083276790582","99.0222132258858","2"
"13","BLZ","894.571592598028","368.999393410442","41.2487269284718","2"
"14","BMU","528.915295492159","0.0782259351129308","0.0147898795477527","2"
"15","BRA","697.508463347012","570.816769287793","81.836536656303","2"
"16","BRB","31.2227004063655","0.284625165569483","0.911596889010456","2"
"17","BRN","62.736094142188","0","0","2"
"18","CCK","115.152796279885","7.12050230933185","6.18352531537758","2"
"19","CHN","568.75681592756","0","0","2"
"20","COK","253.267917975378","110.19062107485","43.5075322432122","2"
"21","COL","934.807894158081","831.509304823991","88.9497521384194","2"
"22","COM","218.976991976775","130.270773249896","59.4906213999475","2"
"23","CPT","3.8410151537575","1.93210347260396","50.3018966408884","2"
"24","CRI","69.8620497617106","24.5026517879331","35.0729070668669","2"
"25","CUB","2649.28141294029","741.759521405158","27.9985175520452","2"
"26","CUW","38.6732272155731","5.55119799671472","14.354111090267","2"
"27","CXR","5.03441231725536","0.669507706766619","13.2986268222786","2"
"28","CYM","136.703454098431","51.3959800696223","37.5966945448325","2"
"29","DJI","247.190961159525","0","0","2"
"30","DMA","16.3589633919245","0.727007963536417","4.44409554639202","2"
"31","DOM","350.604976049933","229.38488669062","65.425450966204","2"
"32","DPT","1870.43389197795","1104.62439218541","59.0571202180948","2"
"33","ECU","125.413568309819","125.413568309819","100","2"
"34","EGY","2207.10880252002","1157.47481502015","52.4430337869421","2"
"35","ERI","1583.18776808474","0","0","2"
"36","FJI","3366.6641085803","1172.48940976381","34.8264445738912","2"
"37","FSM","3171.83567919285","55.6613510883994","1.75486237996301","2"
"38","GLP","113.331772065992","111.919088135346","98.7534970071554","2"
"39","GRD","45.4431923245749","2.99456602496455","6.58969115456516","2"
"40","GTM","7.06314739238198","5.08667552604251","72.0171227281593","2"
"41","GUM","136.868368586213","9.50686020793446","6.94598781744526","2"
"42","HND","717.914337311415","243.94437229223","33.9795933322353","2"
"43","HTI","325.602719796727","114.121495993399","35.0493067332622","2"
"44","IDN","20103.4759073885","6788.4191055801","33.7673899620771","2"
"45","IND","2036.5686996224","0","0","2"
"46","IRN","117.604362425968","1.72289630901478","1.46499353720773","2"
"47","ISR","0.793356959935676","0.605763184239616","76.3544299515227","2"
"48","JAM","412.681124524885","72.331114739451","17.5271197156703","2"
"49","JOR","2.86070435046009","0.319393218706919","11.1648454219168","2"
"50","JPN","1038.59789808947","743.951749972035","71.630392410822","2"
"51","KEN","410.17083033528","124.792828045584","30.4245984395273","2"
"52","KHM","47.4636924358226","8.03641425423907","16.9317089375324","2"
"53","KIR","1960.04450220922","72.8100069219115","3.7147119282162","2"
"54","KNA","41.8207486356309","41.1408408619471","98.374233374903","2"
"55","KWT","72.7455221277148","0","0","2"
"56","LCA","29.4758166276421","3.74404106316117","12.7020774706885","2"
"57","LKA","108.902758257978","0.989204930757828","0.908337811255904","2"
"58","MAF","6.20538653993903","6.18148557370006","99.6148351744869","2"
"59","MDG","2401.19262887085","818.073432929061","34.0694629449099","2"
"60","MDV","2696.11221556477","119.539344364491","4.43376739567384","2"
"61","MEX","1560.48415484469","1089.46073443853","69.8155589120326","2"
