"","ISO3","total_area","protected_area","percent_protected","presence"
"90","SUR","119.977888036083","119.977888036083","100","2"
"91","SVN","3.20913385014855","1.06679732392191","33.2425312790404","2"
"92","SWE","355.298512876604","197.632065426133","55.6242309673756","2"
"93","TON","2.99472705303861","0.0919033601798586","3.06883928158356","2"
"94","TUN","1.99549316768183","0.997746609984215","50.0000013101172","2"
"95","TUR","256.178074276283","143.207205181771","55.9014293422023","2"
"96","TWN","47.0473490974593","0.82591826828883","1.75550436769121","2"
"97","TZA","5967.29902556908","3601.8914213888","60.3604982079023","2"
"98","UKR","2.92098603646244","0.925492881184739","31.6842624248074","2"
"99","URY","303.75936834445","197.931510120904","65.160627374119","2"
"100","USA","18786.3016053824","6103.20681322676","32.48753768266","2"
"101","VEN","2583.0095308693","378.303259333964","14.6458328865185","2"
"102","VIR","1.26391901912234","0.412619837232182","32.6460660049807","2"
"103","VNM","301.194505284933","0.9977465770424","0.331263206843206","2"
"104","VUT","1.99549320695315","0","0","2"
"105","YEM","0.997746554760933","0","0","2"
"106","ZAF","1041.33114793247","220.143561329218","21.140591229438","2"
"107","ABW","-","-","-","2"
"108","AFG","-","-","-","0"
"109","AIA","-","-","-","2"
"110","AND","-","-","-","0"
"111","ARM","-","-","-","0"
"112","ATA","-","-","-","0"
"113","ATF","-","-","-","1"
"114","AUT","-","-","-","0"
"115","BDI","-","-","-","0"
"116","BEN","-","-","-","2"
"117","BES","-","-","-","2"
"118","BFA","-","-","-","0"
"119","BGD","-","-","-","2"
"120","BLM","-","-","-","2"
"121","BLR","-","-","-","0"
"122","BLZ","-","-","-","2"
"123","BMU","-","-","-","2"
"124","BOL","-","-","-","0"
"125","BRB","-","-","-","2"
"126","BRN","-","-","-","2"
"127","BTN","-","-","-","0"
"128","BVT","-","-","-","1"
"129","BWA","-","-","-","0"
"130","CAF","-","-","-","0"
"131","CCK","-","-","-","2"
"132","CHE","-","-","-","0"
"133","CIV","-","-","-","2"
"134","CMR","-","-","-","2"
"135","COD","-","-","-","2"
"136","COG","-","-","-","2"
"137","COL","-","-","-","2"
"138","COM","-","-","-","2"
"139","CPV","-","-","-","2"
"140","CUW","-","-","-","2"
"141","CXR","-","-","-","1"
"142","CYM","-","-","-","2"
"143","CZE","-","-","-","0"
"144","DMA","-","-","-","2"
"145","DOM","-","-","-","2"
"146","ERI","-","-","-","2"
"147","ETH","-","-","-","0"
"148","FLK","-","-","-","2"
"149","FRO","-","-","-","2"
"150","FSM","-","-","-","2"
"151","GAB","-","-","-","2"
"152","GGY","-","-","-","2"
"153","GIB","-","-","-","2"
"154","GIN","-","-","-","2"
"155","GLP","-","-","-","2"
"156","GNB","-","-","-","2"
"157","GNQ","-","-","-","2"
"158","GRD","-","-","-","2"
"159","GTM","-","-","-","2"
"160","GUF","-","-","-","2"
"161","GUY","-","-","-","2"
"162","HMD","-","-","-","1"
"163","HTI","-","-","-","2"
"164","HUN","-","-","-","0"
"165","IDN","-","-","-","2"
"166","IMN","-","-","-","2"
"167","IOT","-","-","-","1"
"168","ISR","-","-","-","2"
"169","JAM","-","-","-","2"
"170","JEY","-","-","-","2"
"171","JOR","-","-","-","2"
"172","KAZ","-","-","-","2"
"173","KGZ","-","-","-","0"
"174","KIR","-","-","-","1"
"175","KNA","-","-","-","2"
"176","LAO","-","-","-","0"
"177","LBN","-","-","-","2"
"178","LBR","-","-","-","2"
"179","LCA","-","-","-","2"
"180","LIE","-","-","-","0"
"181","LSO","-","-","-","0"
"182","LUX","-","-","-","0"
"183","MAF","-","-","-","2"
"184","MCO","-","-","-","2"
"185","MDA","-","-","-","0"
"186","MDV","-","-","-","0"
"187","MHL","-","-","-","2"
"188","MKD","-","-","-","0"
"189","MLI","-","-","-","0"
"190","MMR","-","-","-","2"
"191","MNG","-","-","-","0"
"192","MOZ","-","-","-","2"
"193","MSR","-","-","-","2"
"194","MTQ","-","-","-","2"
"195","MUS","-","-","-","2"
"196","MWI","-","-","-","0"
"197","MYS","-","-","-","2"
"198","MYT","-","-","-","2"
"199","NER","-","-","-","0"
"200","NFK","-","-","-","1"
"201","NGA","-","-","-","2"
"202","NIU","-","-","-","2"
"203","NPL","-","-","-","0"
"204","NRU","-","-","-","1"
"205","PCN","-","-","-","1"
"206","PLW","-","-","-","2"
"207","PNG","-","-","-","2"
"208","PRY","-","-","-","0"
"209","PSE","-","-","-","2"
"210","PYF","-","-","-","2"
"211","REU","-","-","-","2"
"212","RWA","-","-","-","0"
"213","SEN","-","-","-","2"
"214","SGP","-","-","-","2"
"215","SGS","-","-","-","2"
"216","SHN","-","-","-","2"
"217","SJM","-","-","-","2"
"218","SLB","-","-","-","2"
"219","SLE","-","-","-","2"
"220","SLV","-","-","-","2"
"221","SMR","-","-","-","0"
"222","SPM","-","-","-","2"
"223","SRB","-","-","-","0"
"224","SSD","-","-","-","0"
"225","STP","-","-","-","2"
"226","SVK","-","-","-","0"
"227","SWZ","-","-","-","0"
"228","SXM","-","-","-","2"
"229","SYC","-","-","-","2"
"230","SYR","-","-","-","2"
"231","TCA","-","-","-","2"
"232","TCD","-","-","-","0"
"233","TGO","-","-","-","2"
"234","THA","-","-","-","2"
"235","TJK","-","-","-","0"
"236","TKL","-","-","-","1"
"237","TKM","-","-","-","2"
"238","TLS","-","-","-","2"
"239","TTO","-","-","-","2"
"240","TUV","-","-","-","1"
"241","UGA","-","-","-","0"
"242","UMI","-","-","-","2"
"243","UZB","-","-","-","0"
"244","VAT","-","-","-","0"
"245","VCT","-","-","-","2"
"246","VGB","-","-","-","2"
"247","WLF","-","-","-","1"
"248","WSM","-","-","-","2"
"249","ZMB","-","-","-","0"
"250","ZWE","-","-","-","0"
