"iso3","total_area_1996","total_area_2007","total_area_2008","total_area_2009","total_area_2010_baseline","total_area_2015","total_area_2016","protected_area","percent_protected"
"GIN",2226.34219374251,2209.87919673334,2217.48980539649,2217.84207433285,2229.21567150463,2217.25065640726,2209.43003942528,562.816026201723,25.4733581131233
"GLP",36.9619674395384,36.9619674395384,37.060074853103,37.1243078400645,37.1260633766479,36.9806489417681,37.0583347161818,35.8941172383308,96.858419335981
"GMB",595.444140030555,603.117195954038,605.848658702502,606.976523559095,608.505131060559,599.506698182464,597.963203264964,114.28618904086,19.1125789039929
"GNB",2584.34144519386,2604.0096520553,2603.03364712849,2600.56852987895,2605.70197305243,2592.31405497894,2587.30349933021,990.311377230042,38.2758102204248
"GNQ",260.311324591127,256.234656473373,257.05823426094,257.484475803886,259.354445146885,257.034162967348,256.590273962098,204.00284219047,79.5052902981833
"GRD",1.94860584805255,1.94860584805255,1.93078246324349,1.92602968759815,1.92365185024005,1.92246411415138,1.93612269834956,0.630321608948184,32.5558710450271
"GTM",244.791260836534,245.677600999338,244.382056276387,242.911746343791,235.922832694913,241.685498240212,239.54096057624,111.189386989893,46.417692707926
"GUF",432.394388828624,471.114297138426,479.104646387781,484.745595588427,498.453539541337,502.138775727086,500.674796387537,355.748764652171,71.0538591554769
"GUY",294.103614356754,288.54313022528,287.179375292322,286.35585434884,288.274138382148,281.691365983785,282.608473504352,146.359783987155,51.7888873508604
"HND",660.503495806488,626.251865788176,621.353737141003,618.476591124255,599.507105053154,596.669239726103,590.176901237553,422.267789822278,71.5493590035151
"HTI",164.034350773619,151.323755283442,151.19060677778,150.434217041045,145.80376718062,148.263095631426,146.987185457141,67.4347896268274,45.8780059071819
"IDN",28264.5269705314,27010.8442263412,26933.364635925,26877.1653952075,26746.0286960551,26524.5463319527,26532.0607633504,6534.02221412648,24.62689299714
"IND",3586.96819398563,3502.16810593374,3499.41254803904,3498.79847166325,3502.40252986741,3469.64807907412,3488.69339941681,1531.03523061425,43.8856344002655
"IRN",79.3978811282958,78.7822861834361,78.557313660337,78.6111781297794,78.7122176906258,77.3819320046038,77.9639793626083,77.9056259511924,99.9251533696805
"JAM",101.391583772934,98.0043240744196,97.4954081306055,96.4473491346056,94.7379131401253,96.2952031128481,95.3388276529394,54.4928389375894,57.1570264488241
"JPN",9.89290495768184,9.69756582797396,9.72816055263297,9.72431378359113,9.816017260013,9.816017260013,9.816017260013,7.36751100343184,75.0560110916317
"KEN",554.88918058407,534.121649397153,535.229120712007,534.979640508584,534.402456061178,529.119033047979,529.52594926754,102.488762792405,19.3548140434234
"KHM",634.706480429405,594.48282383693,595.43041134067,595.595119025224,587.919980787133,579.925942252149,585.753360760198,387.011349674664,66.0707006738119
"KNA",0.300389486566248,0.300389486566248,0.300389482843594,0.2986463637965,0.287026990931309,0.287607956013611,0.288188926288171,0.00116357132276303,0.403752960861352
"LBR",192.871687359295,193.041589890893,192.27886353813,192.03585869488,190.385591736575,190.150371428897,189.218822603939,58.457530287535,30.8941412292236
"LCA",1.65817414670681,1.65817414670681,1.65581068778762,1.65285635592219,1.65285635592219,1.65521812740068,1.65699078938546,1.08017087207347,65.1887070823179
"LKA",220.865441289898,218.414911644556,218.488862922286,213.064077905553,200.346910301188,198.989757425941,197.173612712958,12.2907429217316,6.23346235463275
"MAF",0.177632459409774,0.177632459409774,0.177632459409774,0.176475221677334,0.144651519380768,0.145808773347725,0.156224117547559,0.153465992072515,98.2345072461655
"MDG",2620.07206426785,2591.54808794372,2600.8195518362,2602.50638617543,2595.21183089876,2564.36609452577,2585.11646464289,340.650266272457,13.1773663172083
"MEX",10516.1737905008,10177.9231886058,10278.0124109919,10163.7541039772,9484.18616042098,9841.62238662992,9661.06566269356,7276.03611386883,75.3129765173362
"MMR",5384.28114878868,5004.27080494338,5075.0113659154,5071.70233070113,4982.43896897194,4917.1194570329,4953.04629195785,150.536114615255,3.03926322795887
"MOZ",3194.5056502805,3004.29195379546,3014.9408345387,3005.84285884781,2995.09505857295,2996.56336922146,2985.52070050292,1743.50720867541,58.3987646905852
"MRT",0.873411855430914,0.871072479791109,0.839518290055557,0.841272323994355,0.843026360115394,0.838348910754472,0.833671472595441,0.404355914707002,48.5030288307857
"MTQ",16.8381026221802,16.8381026221802,16.864011448088,16.8663669951195,16.89757861099,16.9535238305261,16.9270319666506,16.9270319666506,100
"MUS",7.24070742625554,7.00372670759894,7.02884616980483,7.07852022078125,7.03398979545484,7.01400533640914,7.11337398447719,1.0752382339248,15.1157275896246
"MYS",5185.04002047794,5072.49321271705,5084.85041271033,5090.9536687943,5134.56334119495,5060.48345616839,5065.07458481336,1611.90466748992,31.823907831938
"MYT",5.85197796201506,5.85197796201506,5.85780954801629,5.84211291118895,5.83865345379222,5.84028676808622,5.84028676808622,5.31954922629663,91.0836990978745
"NCL",302.390173100643,302.390173100643,301.760094171611,300.774515468913,294.695349218163,294.695349218163,294.695349218163,151.884714594846,51.5395695920555
"NGA",6975.32630652119,6951.95904436446,6954.58669379687,6951.56073923261,6912.25166095359,6882.11762109734,6881.38514094355,370.398471334942,5.38261503677665
"NIC",772.899723917144,771.008836826398,770.450535422068,767.320612270864,742.348233626887,736.935585093243,731.399359397726,565.817101584448,77.3608965217542
"NZL",325.396580874171,312.976825194126,313.977482312534,313.134544359505,305.859054784331,310.312770558104,310.312770558104,28.5910649706807,9.2136282110656
"OMN",1.1666697581846,1.16265363529271,1.14930998755645,1.14581902913336,1.10160023414508,1.10985015193737,1.09697133144633,0.400902174681289,36.546276387434
"PAK",676.611774434757,638.812038461167,639.266026029993,640.264625153958,649.649013121744,635.781179511957,641.482280473349,323.026096468654,50.356199430839
"PAN",1551.54264456599,1532.17282906069,1533.26094296255,1534.24098354088,1534.86791548821,1516.14190809798,1520.75185756992,299.189488803601,19.6737874962513
"PER",43.2868903231465,41.2748910937974,41.0255395224114,40.968511561276,40.569273818695,40.4752151334326,40.2003444916682,15.8891119560205,39.5248154137426
"PHL",2818.83424972227,2708.63942505106,2697.09639841013,2686.94559002459,2634.81770469163,2680.57047061997,2674.55477210376,516.634244154735,19.3166447568527
"PLW",61.4020216349423,61.4020216349423,61.3326834880881,61.2875725562473,61.361763104498,61.3768401480217,61.4039180244045,50.8194176155024,82.7624999357608
"PNG",4738.86196871671,4707.20457976885,4706.99253544314,4710.00985340012,4732.16715586487,4674.7188077365,4681.17804975096,209.547878096333,4.47639196521228
"PRI",92.1057791131213,92.1057791131213,91.9403970750365,91.5936077389546,88.8313496569993,88.3327640987469,88.0497347613336,44.0372338668571,50.0140448874989
"QAT",4.48419696529939,4.43957582943415,4.44721181823521,4.4166500957359,4.41557562928493,4.47794202783999,4.42535422063235,0,0
"SAU",70.4899085531683,65.7132515835579,68.4570896342187,68.8947066386161,69.1030389009253,65.075577757321,65.0057881679296,7.50169038943937,11.5400345120964
"SDN",4.56123456337323,4.53056467904547,4.49561605312733,4.49561605312733,4.49273514003543,4.48180976941455,4.52061564355719,1.20127950795083,26.5733608576721
"SEN",1298.17805610205,1282.79067964734,1283.54209707775,1283.58910146268,1282.40905196091,1263.50995088294,1246.32773984584,689.08966649223,55.2896035658695
"SGP",5.3324020205874,5.21329879099748,5.22727543153018,5.25887470606104,5.40593268287771,5.22727534020333,5.18777618207573,0.470087699553931,9.06144912685573
"SLB",535.419534464367,527.671377768193,527.438108466048,526.758598663395,523.907504946528,528.233613581484,527.672509192207,58.3160343985247,11.0515581885815
"SLE",1268.82703307562,1265.0323790642,1268.01119445313,1268.44330561161,1268.76838210227,1263.26642430977,1264.32655613423,375.941622588418,29.7345350190134
"SLV",386.767079771782,383.787360229499,381.637711969265,380.527600942166,376.749210988248,377.934998048615,375.289221646305,287.270307618152,76.5463783793111
"SOM",21.9291540583328,21.1414300874521,21.2304603075368,21.2877947917109,20.7805800394001,20.9654137272853,21.1614850960276,0,0
"STP",0.00486272798651898,0.00486272798651898,0.00486272798651898,0.00486272798651898,0.00486272798651898,0.00486272798651898,0.00668624941376231,0,0
"SUR",734.172362998248,761.842754669798,763.391165464187,761.939733113225,777.624589968424,763.264039241503,763.190355400857,528.724117772626,69.2781445717982
"SYC",1.0833696552783,1.0833696552783,1.0833696552783,1.06580063961598,1.06580063961598,1.07368036357902,1.11487855433423,0.401947307407729,36.053012755973
"TCA",128.133760592167,124.951005457634,125.372850728309,125.15069457622,121.508249863221,121.259467562372,117.838463796711,92.1759672794968,78.2223090064332
"THA",2364.61574503475,2222.33567733402,2244.07316042551,2246.77582539767,2243.437243811,2126.41906630181,2246.97267978527,486.061843703947,21.6318537415593
"TLS",10.1330093129385,9.86554029246661,9.82945358854736,9.81562347463098,9.76751680419448,9.74348908671678,9.81800947970273,5.51689364352575,56.1915697365246
"TON",8.9037267775689,8.9037267775689,8.89465532929326,8.87420710235567,8.71173031185216,8.71643495748689,8.65103566199179,1.88227440645729,21.7577927083001
"TTO",57.2794614792558,54.392346707068,54.5561052522691,54.5919746224519,54.9477243414227,52.5605082712861,52.7671962736524,35.2007869766972,66.7096026746328
"TWN",1.98085886587533,1.68753341277535,1.67920828272239,1.7126530560844,1.69335767720832,1.69335767720832,1.69335767720832,1.29661491290069,76.5706460219498
"TZA",1143.44495205411,1125.64703478568,1127.41943526169,1125.66995116058,1123.58539507113,1118.68800755617,1113.98251898318,946.999050058133,85.0102253779109
"USA",2087.21934538123,1983.15982953255,1989.57171392662,1987.02563551033,1928.82563277244,1884.72806460952,1879.20925918778,1698.48545519772,90.3829867213315
"VCT",0.31730210005649,0.31730210005649,0.313745195255389,0.312559324048166,0.312559324048166,0.312559324048166,0.312559324048166,0.218385775864267,69.8701843335871
"VEN",2852.45262261063,2819.84046798966,2827.5486611591,2827.01488621724,2836.95869905076,2789.63557126399,2799.1141273414,1799.92707934568,64.3034545024161
"VGB",0.887693890730033,0.887693890730033,0.887693890730033,0.887693890730033,0.887693890730033,0.887693890730033,0.883081823315135,0,0
"VIR",2.06702140752926,2.06702140752926,2.05831983691372,2.06875669920538,2.06125186432373,2.05313601171679,2.04965383857421,0.866858987907138,42.292945842511
"VNM",1707.45080206115,1612.41023851409,1618.94196125111,1614.49990763881,1590.23424357296,1569.27858873868,1580.41114409118,208.770730490608,13.2098999220018
"VUT",17.7008172966494,17.7008172966494,17.6909212744151,17.6909212744151,17.6903379158793,17.6839022465533,17.6360714837059,0.815308485242689,4.62295974472522
"WSM",3.03422526538093,3.03422526538093,3.03422526538093,3.04012693524454,3.04012693524454,3.04012693524454,3.04012693524454,1.09925628940476,36.1582365743008
"YEM",16.0121184612719,16.1502879754479,16.2076772609779,16.2624180435522,16.169115928187,15.8694604225353,16.1698479801884,2.68438917663676,16.6012023113991
"ZAF",26.4533773008541,25.1101068520386,25.4606988703925,25.9204539810554,26.2585405855166,25.7284069738038,24.9221119815926,8.61156001317285,34.5538934241742
