"","ISO3","total_area","protected_area","percent_protected","presence"
"146","TKM","0.0000248212553036939","0.0000031026673381412","12.5000420010162","2"
"147","TLS","334.783636380886","4.00572570945793","1.19651179871306","2"
"148","TON","3684.5890575222","184.701268590584","5.01280511088505","2"
"149","TTO","1.11733615031514","0.582254173558644","52.1109223392104","2"
"150","TUN","4988.24578570717","122.902240919408","2.46383691179693","2"
"151","TUR","0.26010258273805","0.00000310271928752771","0.00119288292137125","2"
"152","TWN","1241.93970954223","136.98976703692","11.030307347803","2"
"153","TZA","45.7691502419777","1.6058955593716","3.50868554666488","2"
"154","UKR","155.695511020712","93.5768635495279","60.1024801139448","2"
"155","USA","13940.2296931791","8524.27008175575","61.1487060785422","2"
"156","VCT","0.311822713813302","0.0403967156026403","12.9550266267091","2"
"157","VEN","1286.25383041703","98.4335056401584","7.65272789183795","2"
"158","VGB","40.7416806205067","0.111369109103452","0.273354234305681","2"
"159","VIR","83.7528133328088","25.8673764070837","30.8853820877568","2"
"160","VNM","233.615874706196","22.9215079465004","9.81162259428101","2"
"161","VUT","1237.73314347656","3.17987169372118","0.25691092708316","2"
"162","WSM","982.87233273973","47.373144311695","4.81986751826085","2"
"163","xKI","0.000003102620531197","0.000003102620531197","100","2"
"164","YEM","5455.48189981041","0.00000620521784342261","0.000000113742799579965","2"
"165","ZAF","405.565779341976","405.565731809458","99.9999882799485","2"
"166","AFG","-","-","-","0"
"167","AND","-","-","-","0"
"168","ARG","-","-","-","2"
"169","ARM","-","-","-","0"
"170","ATA","-","-","-","0"
"171","AUT","-","-","-","0"
"172","BDI","-","-","-","0"
"173","BEL","-","-","-","1"
"174","BFA","-","-","-","0"
"175","BGR","-","-","-","2"
"176","BIH","-","-","-","1"
"177","BLR","-","-","-","0"
"178","BOL","-","-","-","0"
"179","BRN","-","-","-","2"
"180","BTN","-","-","-","0"
"181","BVT","-","-","-","0"
"182","BWA","-","-","-","0"
"183","CAF","-","-","-","0"
"184","CHE","-","-","-","0"
"185","CIV","-","-","-","1"
"186","CMR","-","-","-","0"
"187","COD","-","-","-","1"
"188","COG","-","-","-","0"
"189","COK","-","-","-","0"
"190","CPV","-","-","-","2"
"191","CZE","-","-","-","0"
"192","DJI","-","-","-","1"
"193","ECU","-","-","-","2"
"194","ETH","-","-","-","0"
"195","FLK","-","-","-","1"
"196","FRO","-","-","-","1"
"197","GAB","-","-","-","2"
"198","GEO","-","-","-","1"
"199","GIB","-","-","-","1"
"200","GMB","-","-","-","2"
"201","GNQ","-","-","-","2"
"202","GUF","-","-","-","1"
"203","GUY","-","-","-","1"
