iso3,total_area,total_area_2020,percent_protected
SUR,803.7971470378801,569.8012948374914,70.88869336465045
SXM,0.054401475807581,0.0037600928270213043,6.911747836255068
SYC,3.8298134817343326,3.495930284508358,91.28199848848057
TCA,151.88261679063646,113.89602808110791,74.98950866649118
TGO,0.3324196987270029,0.0,0.0
THA,2505.6347155341036,161.60342168247956,6.449600202319675
TLS,10.4884239490207,5.25902043000103,50.1411885671542
TON,10.38843746404163,1.847088978827452,17.780238705011566
TTO,81.89305356331282,19.768936831068505,24.139943463928628
TUV,0.08911712142614843,0.04396004310267271,49.32839211946775
TWN,1.5645510007448404,0.8600331802664343,54.96996773240347
TZA,1098.310924698199,881.8770603571423,80.29393503478718
USA,2306.8766664856216,2059.8016876262077,89.28963206187278
VCT,0.3255644590284053,0.21245308836342758,65.25684314481366
VEN,2845.9263507797496,1883.7370349708751,66.19064595451508
VGB,0.9839711750850957,0.0,0.0
VIR,2.59840417002225,1.3707289740828643,52.75272376395266
VNM,1841.3504394959516,137.2049471889431,7.451321825871525
VUT,15.711881458139722,0.0,0.0
WLF,0.2936239157934557,0.0,0.0
WSM,2.314155721416248,0.45461507976748816,19.644964924368473
YEM,15.42136311864331,3.0399029319426387,19.712284242030567
ZAF,26.543352157652794,10.045106647087383,37.844152416865136
DPT,0.8305406404408017,0.8132542189556468,97.9186543507395
