iso3,total_area,protected_area,percent_protected
ABNJ,6337.194056230554,0.0,0.0
ABW,33.08693842203639,0.0,0.0
AGO,592.8568291504848,0.0,0.0
AIA,21.46640263540887,4.659692000495293,21.706906739972926
ALA,3.9821100403619587,0.0,0.0
ALB,54.63696001265529,2.9370787506643,5.3756262244165836
ARE,1088.1651030693718,480.73207248729415,44.178229124541865
ASM,461.078718452198,17.50131190126503,3.7957318784990646
ATF,0.9977819886705169,0.0,0.0
ATG,252.62881704053987,54.7642694231317,21.677760306475076
AUS,42109.96436110889,17063.546328562374,40.52139817131167
AZE,19.955638823859008,0.0,0.0
BEN,1342.7645355315685,0.0,0.0
BES,8.152215301471585,7.147301099699657,87.67311504161908
BGD,0.9977819433100977,0.0,0.0
BHR,538.8784583245717,0.0,0.0
BHS,2265.457304553264,71.66312354222391,3.163296143263909
BLM,17.838359372237527,17.343988451689786,97.22860768621385
BLZ,4908.176918153959,2135.948477221553,43.51816393009965
BMU,3.9854916360103125,0.0,0.0
BRA,541.9364509089277,54.93611607243659,10.137003329504514
BRB,91.65795628585839,0.0,0.0
CAN,326.84753782546846,76.42898880931278,23.38368198145176
CCK,215.18114847014283,0.0,0.0
CHL,0.9977819596364197,0.0,0.0
CHN,8040.138168431947,0.4054982924619094,0.005043424428376371
COL,441.94122938879934,228.29257667800556,51.65677277807551
COM,1265.1506978172486,56.63725828695722,4.476720313609509
CRI,5.959374886609446,4.355509092129251,73.08667729422363
CUB,13917.018718726446,6032.065176563283,43.343084452754695
CUW,11.979982598385224,1.705041317883539,14.23241898626264
CXR,158.46747132058698,11.306969621458487,7.135199121455006
CYM,51.96888988807612,6.962367167156035,13.397182780218477
CYP,91.70657356506752,50.78106221994169,55.373415716935035
DEU,502.3989937140152,483.3034565009373,96.19912908823463
DMA,515.2778015720999,6.869058225106207,1.3330786236373622
DNK,1479.3965401427472,756.8627449330455,51.16023489280405
DOM,352.47770383340463,88.72658692246999,25.172255140542394
DZA,41.48097749691131,0.024689512288343332,0.05952008312769805
EGY,2467.5842366992965,474.1500683758486,19.21515226609179
ERI,18.329478737004482,0.0,0.0
ESH,0.4275261553192313,0.0,0.0
ESP,3347.548639747112,2207.39953015905,65.94077540650183
EST,9.977819508666624,7.514088224456365,75.30791890883285
FIN,57.240160196084304,15.79507259538775,27.594389221273115
FJI,1740.3503481399787,289.7065764537638,16.646451489689493
FRA,1495.687445453781,1395.4891321655834,93.30085215378683
FSM,1597.8598526087783,0.0,0.0
GBR,699.4908154157014,515.5903254919793,73.7093774684616
GGY,2.4278482720258143,0.0787378571222614,3.2431127607724006
GHA,2713.7117891859975,1.2485739265733416e-05,4.600982062829386e-07
GIN,12809.001095172054,532.6888739605868,4.15870738086959
GLP,759.9290463517643,744.3740836896582,97.95310328815805
GNB,15318.894678009225,2341.5786385652673,15.285558702395678
GRC,819.1366927194803,693.2811075481851,84.63558203534225
GRD,11.22711073512804,0.7341523945335553,6.539103531209471
GRL,2.9933459178046893,0.0,0.0
GTM,3.173081808760892,1.2333160898009636,38.86808358976982
GUM,476.2696852808248,39.48288851185469,8.29002763183935
HKG,54.38232566628138,9.361188778922019,17.21366025492769
HND,2742.1473490982416,734.8624234883634,26.79879415415163
HRV,392.4269554289704,224.32677369383546,57.16395639759736
HTI,751.6236453003501,10.889613248089663,1.4488119574442282
IDN,17861.74087550239,1405.0673123265256,7.866351449838765
IMN,2.2951853212422817,0.7465569945724284,32.52708997669741
IND,4310.716136498145,1.0031070958988426,0.023270080054812587
IRL,49.01114898222961,30.75144746869167,62.743779950642434
IRN,2704.3838566120667,290.7007537668968,10.749241571463672
IRQ,74.87907275719137,0.0,0.0
ISL,28.935676445041157,11.365118248137438,39.27718181990223
ISR,18.960373159732615,1.9396315833932771,10.229923045568531
ITA,4241.263077679562,2166.1272900277663,51.07269344897314
JAM,801.7000907295619,150.9571226005228,18.82962523593443
JEY,5.3308209745080966,4.353583210799492,81.66815639876596
JOR,3.254351711606551,0.0,0.0
JPN,541.5138371549565,452.3274788710681,83.53017925590564
KAZ,23.946766627693698,9.977819367245639,41.66666641210174
KEN,156.67986589609873,60.39501636968598,38.546762868521064
KHM,5.986691702744009,1.9955638694732247,33.333332808144355
KIR,498.22984488889045,0.0,0.0
KNA,60.08676460673996,0.0,0.0
KOR,95.89479741211788,27.462421750287717,28.63807264982802
KWT,1584.467597501971,178.89396436271028,11.29047792739654
LBN,2.8999452279023674,0.0,0.0
LBY,28.484561264721158,0.0,0.0
LCA,9.606980447138625,4.270954929756228,44.45678799136417
LKA,2875.9859071360247,5.006395976693407,0.1740758174186916
LTU,1.9955638844314951,1.2692957068141535,63.60586682875131
MAF,48.29908015884622,47.027075210856275,97.36639922788058
MAR,3.991127715338839,3.1077954177930565,77.86760132603801
MCO,1.2679505163440146,0.4979911676075872,39.27528410520987
MDG,5773.7561193908705,1183.817067887072,20.503413088600706
MDV,2402.962589312233,25.505190550141545,1.0614060603182984
MEX,9805.678347126832,5934.767013940532,60.52377820122441
MHL,529.8257206192727,2.0040615001778534,0.378249190665085
MLT,70.57632339537246,64.54929329426535,91.46026626048038
MMR,2933.5647012922223,9.6562751818091,0.32916523632683314
MNE,1.9955638680354637,0.0,0.0
MNP,3.9911277856195637,0.9977819683609679,25.000000550122124
MOZ,725.0275427769324,356.09186113959646,49.11425292558223
MRT,6.5569474199920315,4.213588265976131,64.26143136559193
MSR,12.999923364610586,0.0,0.0
MTQ,550.7693915609818,542.9903604865054,98.58760650216432
MUS,149.3709822169724,13.062505437657201,8.745008731805047
