"iso3","total_area","protected_area","percent_protected"
"ABNJ",6335.72743951258,0,0
"ABW",33.086922981754,0,0
"AGO",592.857057860186,0,0
"AIA",15.0102685292499,1.0747075355794,7.1598155188574
"ALA",0.0000124106493716223,0,0
"ALB",44.0192816483413,2.93708153556099,6.67226139450565
"ARE",1021.68240229299,441.895138006581,43.2517127646346
"ASM",461.078724953926,17.5012300588758,3.79571407477642
"ATF",0.00000310267769422565,0,0
"ATG",249.635488122907,53.2690278895338,21.3387240292162
"AUS",41008.9779166146,16225.1429280594,39.5648556787998
"AZE",0.0000620531952133495,0,0
"BEN",1342.7616814721,0,0
"BES",4.5123039894294,4.50516861977465,99.8418685959222
"BGD",0.00000310266441194763,0,0
"BHR",535.748558798727,0.0000625130716955644,0.0000116683602165414
"BHS",2256.9561788181,69.8262751128324,3.09382502718322
"BLM",16.8932512432228,16.3988803523318,97.0735598270974
"BLZ",4901.11585178532,2131.09709250445,43.4818754942951
"BMU",0.0000124108604061004,0,0
"BRA",426.481911738778,0.980516292365416,0.229908060664947
"BRB",89.6293604461783,0,0
"CAN",301.909141054607,70.0127912031971,23.1900203348045
"CCK",215.180925785894,0,0
"CHL",0.00000310266053187421,0,0
"CHN",8029.67976685395,0.316751675119956,0.00394476099068717
"COL",430.801143928378,189.241337525522,43.9277704325186
"COM",1265.15003764605,56.6372521354687,4.47672216339246
"CRI",0.000018616073470288,0.0000155133985561554,83.3333548071527
"CUB",13906.0575742611,6029.74849054022,43.3605891413881
"CUW",0.0000403345196719117,0.00000930796225040554,23.0769135869677
"CXR",158.467423183808,11.3069191983658,7.1351694696586
"CYM",44.9845224406935,3.05191469356327,6.78436610633544
"CYP",69.8779803955572,45.5414952095501,65.1728841499913
"DEU",317.308584883037,317.251569093731,99.9820314381575
"DMA",513.932058426165,6.60972052279404,1.28610784527341
"DNK",1182.11135711848,624.757164102705,52.8509569204727
"DOM",346.692193069346,86.0475941506622,24.8195938272688
"DPT",7190.43210658938,3232.48120852027,44.955312290036
"DZA",40.4832019843335,0.0246895200738721,0.0609870733135849
"EGY",2438.73178917872,470.022334876497,19.2732278704082
"ERI",16.3334579223989,0,0
"ESH",0.00000310260420641431,0,0
"ESP",3100.36182367319,2051.52303641823,66.1704392291755
"EST",0.0000310266028657269,0.0000248213312549092,80.000157807569
"FIN",0.000179954461033304,0.0000465401442519139,25.8621786782495
"FJI",1736.29059953449,288.132036121437,16.5946896330998
"FRA",1094.50654842483,1057.27060690991,96.5979242820878
"FSM",1584.22135036628,0,0
"GBR",149.274984250854,122.842503617416,82.2927593889287
"GGY",0.000012410597255493,0,0
"GHA",2713.71099027373,0.0000125026134211153,0.000000460720152806477
"GIN",12809.5967374729,533.248943312363,4.16288626598533
"GLP",758.386403795894,742.872144479381,97.9543067704194
"GNB",15318.2986187856,2341.02701723416,15.2825524263069
"GRC",626.43256980222,570.902991285495,91.1355856649892
"GRD",9.9175033947353,0.69375517799722,6.9952603027643
"GRL",0.00000930797129828644,0,0
"GTM",0.183243540221459,0.130607526898978,71.2753785160082
"GUM",473.274787649748,39.4829588842905,8.34250205474926
"HKG",45.3679687557244,5.72779045402617,12.6251860312866
"HND",2739.15446725393,731.868551592919,26.7187761895968
"HRV",299.617704872247,171.771694290763,57.3302883966768
"HTI",748.630282120462,10.8896273286377,1.45460684515637
"IDN",17597.0831463419,3548.05553424727,20.1627480232987
"IMN",0.000065154858614612,0.000065154858614612,100
"IND",4229.40928328594,0.00102408768024271,0.0000242134920422521
"IRL",3.65161555032424,3.64957672952182,99.944166608606
"IRN",2704.38380957145,290.700718390694,10.7492404503324
"IRQ",74.8788273838901,0,0
"ISL",0.0000899774390557103,0.0000372320956844125,41.3793680673218
"ISR",17.3956693790278,1.93963485364609,11.150101852272
"ITA",3724.98560816091,1842.90049454957,49.4740299267744
"JAM",791.696202342602,132.762568248298,16.7693829849705
"JEY",0.0000403343028342647,0.0000403343028342647,100
"JOR",1.37053976968828,0,0
"JPN",473.732775567186,408.645190614017,86.260696259565
"KAZ",0.0000744645401148926,0.0000310267274066077,41.6664460140841
"KEN",116.061684166683,72.6126468133214,62.563840370469
"KHM",0.000018615799717274,0.00000620524187402819,33.3332006589554
"KIR",496.23419105688,0,0
"KNA",60.0867909656262,52.0710341548048,86.6597022706588
"KOR",0.000319573859459994,0.0000930800055146868,29.1262888873234
"KWT",1584.36892441357,192.309088388201,12.1378982776616
"LBN",0.00000930798099701388,0,0
"LBY",11.5167847063231,0,0
"LCA",6.61364546350088,4.27094963592619,64.5778437851943
"LKA",2867.85284295957,4.04768272879596,0.141139833542464
"LTU",0.00000620528125591186,0.00000310263537378552,49.9999153274413
"MAF",48.6259551574376,47.0290530642648,96.7159470945045
"MAR",0.0000124107722984007,0.00000930810733466371,75.0002265037381
"MCO",0.42329230123052,0.423289198544337,99.9992670109581
"MDG",5764.78344382922,1181.88985058105,20.5018950338225
"MDV",2400.96702981869,25.5042970350148,1.06225103128304
"MEX",9758.42351559485,5913.05353271608,60.5943523896711
"MHL",525.835650366179,2.00398346855514,0.381104527081725
"MLT",70.4110826708552,64.4070611804195,91.4729027552351
"MMR",2933.5499800565,9.65628118394353,0.329167092757613
"MNE",0.00000620546878801474,0,0
"MNP",0.000012410489345373,0.00000310263193427738,25.0000773372738
"MOZ",689.833679793626,648.951373518893,94.0735995541761
"MRT",0.0000186158445684163,0.0000155132159321901,83.3333984669699
"MSR",12.9999236078229,0,0
"MTQ",548.774037481027,541.992463265408,98.7642319511418
